kind,page_href,page_title,h1,nav_text,local_id,official_id,ordinal_in_page,official_caption_or_headers,caption_status,nearest_heading,context_en,rows,cols,n_imgs,workflow_phase,practical_reading_ja,mlflow_links,source_page_url,source_repo_url,image_storage_policy
figure,problems/problems.html,Illustration of simple problematic posteriors – Bayesian Workflow book,Illustration of simple problematic posteriors,Sec 12.3: Illustration of problematic posteriors,problems-problems/fig-kilpis-funnel,fig-kilpis-funnel,26,Figure 20,label_only,10 Funnel,"If we compare the scatter plots side by side, we clearly see that increasing adapt_delta and getting rid of divergences did not solve the funnel problem and the posterior estimates",,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/problems/problems.html#fig-kilpis-funnel,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/problems/problems.R,link_only_no_binary_copy_for_crc_book_site
figure,declining_exponentials/declining_exponentials.html,Declining exponentials – Bayesian Workflow book,Declining exponentials,Sec 12.4: Declining exponentials,declining-exponentials-declining-exponentials/fig-true-and-simulated,fig-true-and-simulated,1,Figure 1,label_only,2.1 Simulated data,Here is a graph of the true curve and the simulated data:,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/declining_exponentials/declining_exponentials.html#fig-true-and-simulated,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/declining_exponentials/declining_exponentials.R,link_only_no_binary_copy_for_crc_book_site
figure,declining_exponentials/declining_exponentials.html,Declining exponentials – Bayesian Workflow book,Declining exponentials,Sec 12.4: Declining exponentials,declining-exponentials-declining-exponentials/fig-10-data-points,fig-10-data-points,2,Figure 2,label_only,2.2 Small simulated data,"With weaker data, though, the constraints could make a difference. We could experiment on this by doing the same simulation but with just N=10 data points:",,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/declining_exponentials/declining_exponentials.html#fig-10-data-points,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/declining_exponentials/declining_exponentials.R,link_only_no_binary_copy_for_crc_book_site
figure,declining_exponentials/declining_exponentials.html,Declining exponentials – Bayesian Workflow book,Declining exponentials,Sec 12.4: Declining exponentials,declining-exponentials-declining-exponentials/fig-positive-true-and-simulated,fig-positive-true-and-simulated,3,Figure 3,label_only,2.3 Positive simulated data,"As before, we can simulate fake data from this model:",,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/declining_exponentials/declining_exponentials.html#fig-positive-true-and-simulated,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/declining_exponentials/declining_exponentials.R,link_only_no_binary_copy_for_crc_book_site
figure,declining_exponentials/declining_exponentials.html,Declining exponentials – Bayesian Workflow book,Declining exponentials,Sec 12.4: Declining exponentials,declining-exponentials-declining-exponentials/fig-sumexp-true-and-simulated,fig-sumexp-true-and-simulated,4,Figure 4,label_only,3 Sum of declining exponentials,Here is a graph of the true curve and the simulated data:,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/declining_exponentials/declining_exponentials.html#fig-sumexp-true-and-simulated,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/declining_exponentials/declining_exponentials.R,link_only_no_binary_copy_for_crc_book_site
figure,declining_exponentials/declining_exponentials.html,Declining exponentials – Bayesian Workflow book,Declining exponentials,Sec 12.4: Declining exponentials,declining-exponentials-declining-exponentials/fig-sumexp-true-model,fig-sumexp-true-model,5,Figure 5,label_only,3 Sum of declining exponentials,"What happened?? It turns out that these two declining exponentials are very hard to detect. Look: here’s a graph of the two-component model for the expected data, y=1.0e^{-0.1x}+0.",,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/declining_exponentials/declining_exponentials.html#fig-sumexp-true-model,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/declining_exponentials/declining_exponentials.R,link_only_no_binary_copy_for_crc_book_site
figure,declining_exponentials/declining_exponentials.html,Declining exponentials – Bayesian Workflow book,Declining exponentials,Sec 12.4: Declining exponentials,declining-exponentials-declining-exponentials/fig-sumexp-true-and-one-component,fig-sumexp-true-and-one-component,6,Figure 6,label_only,3 Sum of declining exponentials,"And now we’ll overlay a graph of a particular one-component model, y=1.8e^{-0.135x} :",,,1,Unclassified / inspect manually,captionが薄い図表。前後の本文・コードchunk・公式ソースを確認して役割を確定する。,"source_page_url, source_repo_url, manual_review_status",https://avehtari.github.io/Bayesian-Workflow/declining_exponentials/declining_exponentials.html#fig-sumexp-true-and-one-component,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/declining_exponentials/declining_exponentials.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-movies_1,fig-movies_1,1,Figure 1,label_only,3 Extending the model to J movies,Posterior summary,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-movies_1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-gg-movies_1,fig-gg-movies_1,2,Figure 2,label_only,3 Extending the model to J movies,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-gg-movies_1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-movies_2,fig-movies_2,3,Figure 3,label_only,3 Extending the model to J movies,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-movies_2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-gg-movies_2,fig-gg-movies_2,4,Figure 4,label_only,3 Extending the model to J movies,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-gg-movies_2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-movies_3,fig-movies_3,5,Figure 5,label_only,4.1 Balanced data,Posterior summary,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-movies_3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-gg-movies_3,fig-gg-movies_3,6,Figure 6,label_only,4.1 Balanced data,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-gg-movies_3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-movies_4,fig-movies_4,7,Figure 7,label_only,4.2 Unbalanced data,Posterior summary,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-movies_4,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-gg-movies_4,fig-gg-movies_4,8,Figure 8,label_only,4.2 Unbalanced data,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-gg-movies_4,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-movies_5,fig-movies_5,9,Figure 9,label_only,5 Comparison to naive data averaging,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-movies_5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,movies/movies.html,Coding a series of models: Simulated data of movie ratings – Bayesian Workflow book,Coding a series of models: Simulated data of movie ratings,Ch 16: Coding a series of models: Simulated data of movie ratings,movies-movies/fig-gg-movies_5,fig-gg-movies_5,10,Figure 10,label_only,5 Comparison to naive data averaging,ggplot version,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/movies/movies.html#fig-gg-movies_5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/movies/movies.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-data,fig-sleepstudy-data,1,Figure 1,label_only,2 The sleep study data,Plot the data,,,1,EDA / observed data,モデル化前に、観測単位・外れ値・欠測・群構造・時系列性・上限/下限などを確認する。MLflowではデータ版と前処理版を固定する。,"dataset_uri, dataset_hash, preprocessing_version, n_obs, group_count",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-data,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit_lin_base,fig-sleepstudy-conditional_effects-fit_lin_base,2,Figure 2,label_only,3 Simple linear model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit_lin_base,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit1_prior,fig-sleepstudy-pp_check-fit1_prior,3,Figure 3,label_only,4 Simple linear model (centered predictors),Prior predictive checking,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit1_prior,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit1,fig-sleepstudy-conditional_effects-fit1,4,Figure 4,label_only,4 Simple linear model (centered predictors),Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit1,fig-sleepstudy-pp_check-fit1,5,Figure 5,label_only,4 Simple linear model (centered predictors),Posterior predictive checking,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-priorsense-fit1,fig-sleepstudy-priorsense-fit1,6,Figure 6,label_only,4 Simple linear model (centered predictors),Prior sensitivity analysis,,,1,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-priorsense-fit1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit2,fig-sleepstudy-conditional_effects-fit2,7,Figure 7,label_only,5 Simple linear model (informative priors),Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-priorsense-fit2,fig-sleepstudy-priorsense-fit2,8,Figure 8,label_only,5 Simple linear model (informative priors),Prior sensitivity analysis,,,1,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-priorsense-fit2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit2b,fig-sleepstudy-conditional_effects-fit2b,9,Figure 9,label_only,6 Simple linear model (informative priors with fat tails),Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit2b,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-priorsense-fit2b,fig-sleepstudy-priorsense-fit2b,10,Figure 10,label_only,6 Simple linear model (informative priors with fat tails),Prior sensitivity analysis,,,1,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-priorsense-fit2b,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-compare-normal-student-density,fig-compare-normal-student-density,11,Figure 11,label_only,6 Simple linear model (informative priors with fat tails),Illustrate difference between normal and Student-t prior:,,,1,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-compare-normal-student-density,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-1-fit3,fig-sleepstudy-conditional_effects-1-fit3,12,Figure 12,label_only,7 Linear varying intercept model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-1-fit3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-2-fit3,fig-sleepstudy-conditional_effects-2-fit3,13,Figure 13,label_only,7 Linear varying intercept model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-2-fit3,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-1-fit4,fig-sleepstudy-conditional_effects-1-fit4,14,Figure 14,label_only,8 Linear varying intercept and slope model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-1-fit4,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit4,fig-sleepstudy-pp_check-fit4,15,Figure 15,label_only,8 Linear varying intercept and slope model,Posterior predictive checking,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit4,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-2-fit4,fig-sleepstudy-conditional_effects-2-fit4,16,Figure 16,label_only,8 Linear varying intercept and slope model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-2-fit4,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
